timestamp_iso,pc_host,device_name,ip,on,today_kwh,month_kwh,current_power_w,voltage_v,current_a,cloud_connected,rssi,ssid,device_time,firmware,model,alias,mac,today_kwh_delta,month_kwh_delta,power_avg_w_since_last
2026-05-16T19:28:47,SGN-00008,8433,192.168.6.144,True,0.203,17.778,4.6,118.7,0.22,True,-59,Trees-Guest,2026-05-16 19:28:56-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8433,A8:29:48:23:54:40,0.086,0.086,10.8
2026-05-16T19:28:47,SGN-00008,8472,192.168.6.157,True,0.068,37.697,1.4,119.6,0.09,True,-53,Trees-Guest,2026-05-16 19:28:57-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8472,A8:29:48:23:52:1F,0.025,0.025,3.1
2026-05-16T19:28:47,SGN-00008,8475,192.168.6.61,True,0.078,44.518,1.3,119.8,0.09,True,-63,Trees-Guest,2026-05-16 19:28:59-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8475,A8:29:48:23:54:DC,0.027,0.027,3.4
2026-05-16T19:28:47,SGN-00008,8480,192.168.6.114,True,0.076,38.399,1.2,116.4,0.09,True,-66,Trees-Guest,2026-05-16 19:28:59-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8480,A8:29:48:23:5D:DC,0.027,0.027,3.4
2026-05-16T19:28:47,SGN-00008,8631,192.168.6.97,True,0.078,31.232,1.6,119.2,0.09,True,-55,Trees-Guest,2026-05-16 19:29:00-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8631,6C:4C:BC:43:69:C7,0.012,0.012,1.5
2026-05-16T19:28:47,SGN-00008,8632,192.168.6.132,True,0.122,38.142,1.5,119.2,0.09,True,-63,Trees-Guest,2026-05-16 19:29:01-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8632,6C:4C:BC:43:80:FB,0.058,0.058,7.3
2026-05-16T19:28:47,SGN-00008,8633,192.168.6.140,True,0.127,26.563,1.5,115.7,0.09,True,-56,Trees-Guest,2026-05-16 19:29:02-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8633,6C:4C:BC:43:69:D1,0.06,0.06,7.5
2026-05-16T19:39:07,SGN-00008,8431,192.168.6.194,True,0.188,42.205,13.5,116.5,0.23,True,-67,Trees-Guest,2026-05-16 19:39:13-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8431,A8:29:48:23:4C:9C,0.013,0.013,75.5
2026-05-16T19:39:07,SGN-00008,8432,192.168.6.133,True,0.081,33.857,1.4,118.9,0.2,True,-62,Trees-Guest,2026-05-16 19:39:14-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8432,A8:29:48:23:52:E1,0.001,0.001,5.8
2026-05-16T19:39:07,SGN-00008,8433,192.168.6.144,True,0.204,17.779,4.5,118.6,0.22,True,-59,Trees-Guest,2026-05-16 19:39:16-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8433,A8:29:48:23:54:40,0.001,0.001,5.8
2026-05-16T19:39:07,SGN-00008,8472,192.168.6.157,True,0.068,37.697,1.3,119.2,0.09,True,-54,Trees-Guest,2026-05-16 19:39:17-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8472,A8:29:48:23:52:1F,0.0,0.0,0.0
2026-05-16T19:39:07,SGN-00008,8475,192.168.6.61,True,0.078,44.518,1.3,119.5,0.09,True,-64,Trees-Guest,2026-05-16 19:39:18-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8475,A8:29:48:23:54:DC,0.0,0.0,0.0
2026-05-16T19:39:07,SGN-00008,8480,192.168.6.114,True,0.076,38.399,1.2,117.1,0.09,True,-65,Trees-Guest,2026-05-16 19:39:19-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8480,A8:29:48:23:5D:DC,0.0,0.0,0.0
2026-05-16T19:39:07,SGN-00008,8631,192.168.6.97,True,0.078,31.232,1.6,119.2,0.09,True,-55,Trees-Guest,2026-05-16 19:39:20-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8631,6C:4C:BC:43:69:C7,0.0,0.0,0.0
